t,i,k,hs02_desc,section,section_name,v,share
2002,398,010110,"Horses, asses, mules and hinnies: live, pure-bred breeding animals",1,Live animals; animal products,3,3.938216263476757e-7
2002,398,010290,"Bovine animals: live, other than pure-bred breeding animals",1,Live animals; animal products,0.736,9.661757233062978e-8
2002,398,010611,"Mammals: live, primates",1,Live animals; animal products,0.346,4.542076090543193e-8
2002,398,010619,"Mammals: live, other than primates, whales, dolphins and porpoises (order Cetacea), manatees and dugongs (order Sirenia)",1,Live animals; animal products,36.311,4.766685691436818e-6
2002,398,010631,"Animals: live, birds of prey",1,Live animals; animal products,6.763,8.878052196631103e-7
2002,398,010632,"Animals: live, birds, Psittaciformes",1,Live animals; animal products,0.101,1.325866142037175e-8
2002,398,010639,"Animals: live, birds, other than birds of prey and Psittaciformes",1,Live animals; animal products,1.078,1.4151323773426482e-7
2002,398,010690,"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles and birds",1,Live animals; animal products,1.178,1.5464062527918733e-7
2002,398,020210,"Meat: of bovine animals, carcasses and half-carcasses, frozen",1,Live animals; animal products,403.363,5.295102422282584e-5
2002,398,020220,"Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",1,Live animals; animal products,328.729,4.315352980254836e-5
2002,398,020321,"Meat: of swine, carcasses and half-carcasses, frozen",1,Live animals; animal products,49.321,6.474558811031238e-6
2002,398,020329,"Meat: of swine, n.e.s. in item no. 0203.2, frozen",1,Live animals; animal products,347.997,4.568291483470404e-5
2002,398,020629,"Offal, edible: of bovine animals, (other than tongues and livers), frozen",1,Live animals; animal products,0.615,8.073343340127353e-8
2002,398,030269,"Fish: fresh or chilled, n.e.s. in heading no. 0302 (excluding fillets, livers, roes and other fish meat of heading no. 0304)",1,Live animals; animal products,93.745,1.2306269453987621e-5
2002,398,030332,"Fish: plaice (pleuronectes platessa), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",1,Live animals; animal products,12.726,1.6705913389668405e-6
2002,398,030339,"Fish: flat fish, frozen, n.e.s. in item no. 0303.3 (excluding fillets, livers, roes and other fish meat of heading no. 0304)",1,Live animals; animal products,3.355,4.404238521321507e-7
2002,398,030374,"Fish: mackerel (scomber scombrus, scomber australasicus, scomber japonicus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",1,Live animals; animal products,1.536,2.0163667269000998e-7
2002,398,030379,"Fish: frozen, n.e.s. in heading no. 0303 (excluding fillets, livers, roes and other fish meat of heading no. 0304)",1,Live animals; animal products,5943.006,7.801614294379983e-4
2002,398,030420,"Fish: fillets, frozen",1,Live animals; animal products,6352.117,8.338670158969064e-4
2002,398,030490,"Fish: fish meat n.e.s. in heading no. 0304 (whether or not minced), fresh, chilled or frozen",1,Live animals; animal products,6.628,8.700832464774649e-7
2002,398,030520,"Fish: livers and roes, dried, smoked (whether or not cooked before or during the smoking process), salted or in brine",1,Live animals; animal products,3.819,5.013349303405911e-7
2002,398,030549,"Fish: smoked (whether or not cooked before or during the smoking process), n.e.s. in item no. 0305.4 (including fillets)",1,Live animals; animal products,40.727999999999994,5.346522399296045e-6
2002,398,030559,"Fish: dried (whether or not salted but not smoked), n.e.s. in item no. 0305.51",1,Live animals; animal products,826.262,1.0846661487642774e-4
2002,398,030569,"Fish: salted or in brine, but not dried or smoked, n.e.s. in item no. 0305.6",1,Live animals; animal products,30.696,4.029582880789418e-6
2002,398,040120,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 1% but not exceeding 6% (by weight)",1,Live animals; animal products,198.187,2.6016775553655605e-5
2002,398,040130,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 6% (by weight)",1,Live animals; animal products,40.031,5.255024508107936e-6
2002,398,040390,"Dairy produce: buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit or cocoa (excluding yoghurt)",1,Live animals; animal products,43.244,5.676807469926296e-6
2002,398,040510,"Dairy produce: derived from milk, butter",1,Live animals; animal products,0.644,8.454037578930106e-8
2002,398,040520,Dairy produce: dairy spreads,1,Live animals; animal products,2.845,3.7347417565304586e-7
2002,398,040630,"Dairy produce: cheese, processed (not grated or powdered)",1,Live animals; animal products,29.813,3.913668048767752e-6
2002,398,040690,"Dairy produce: cheese (not grated, powdered or processed), n.e.s. in heading no. 0406",1,Live animals; animal products,433.891,5.695855309253979e-5
2002,398,040900,Honey: natural,1,Live animals; animal products,8.439,1.1078202349160118e-6
2002,398,050400,"Animal products: guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked",1,Live animals; animal products,1854.895,2.4349925520139067e-4
2002,398,050510,"Animal products: feathers and down used for stuffing, not further worked than cleaned, disinfected or treated for preservation",1,Live animals; animal products,47.715,6.263732967059783e-6
2002,398,050790,"Animal products: tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape, waste and powder of these products",1,Live animals; animal products,581.7579999999999,7.636962723359037e-5
2002,398,051191,"Animal products: of fish or crustaceans, molluscs or other aquatic invertebrates and dead animals of chapter 3, unfit for human consumption",1,Live animals; animal products,258.353,3.391499954393369e-5
2002,398,051199,Animal products: n.e.s. in chapter 5,1,Live animals; animal products,224.844,2.95161432515056e-5
2002,398,060290,"Plants, live: n.e.s. in heading no. 0602",2,Vegetable products,1.888,2.4784507684813723e-7
2002,398,060310,"Flowers, cut: flowers, buds of a kind suitable for bouquets or for ornamental purposes, fresh",2,Vegetable products,20.366,2.6735237473989214e-6
2002,398,060499,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses: kind suitable for bouquets or for ornamental purposes dried, dyed, bleached, impregnated, otherwise prepared, excluding fresh",2,Vegetable products,3,3.938216263476757e-7
2002,398,070190,"Vegetables: potatoes (other than seed), fresh or chilled",2,Vegetable products,23.021,3.0220558867166145e-6
2002,398,070200,"Vegetables: tomatoes, fresh or chilled",2,Vegetable products,3950.661,5.186185800561116e-4
2002,398,070310,"Vegetables, alliaceous: onions and shallots, fresh or chilled",2,Vegetable products,7640.5,0.0010029980453698055
2002,398,070320,"Vegetables, alliaceous: garlic, fresh or chilled",2,Vegetable products,7.341,9.636815196727624e-7
2002,398,070390,"Vegetables, alliaceous: leeks and other kinds n.e.s. in heading no. 0703, fresh or chilled",2,Vegetable products,8.897,1.167943669871757e-6
2002,398,070490,"Vegetables, brassica: edible, n.e.s. in heading no. 0704, fresh or chilled",2,Vegetable products,1377.731,1.8086008769653656e-4
2002,398,070610,"Vegetables, root: carrots and turnips, fresh or chilled",2,Vegetable products,595.157,7.812856589073455e-5
2002,398,070690,"Vegetables, root: salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",2,Vegetable products,120.553,1.582545950703045e-5
2002,398,070700,"Vegetables: cucumbers and gherkins, fresh or chilled",2,Vegetable products,376.49,4.942330136787881e-5
2002,398,070820,"Vegetables, leguminous: beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",2,Vegetable products,5.313,6.974581002617336e-7
2002,398,070930,"Vegetables: aubergines, (egg plants), fresh or chilled",2,Vegetable products,98.232,1.2895295333128293e-5
2002,398,070960,Vegetables: fruits of the genus capsicum or of the genus pimenta,2,Vegetable products,961.292,1.2619252627833663e-4
2002,398,070990,"Vegetables: edible, n.e.s. in chapter 7, fresh or chilled",2,Vegetable products,74.256,9.74787289535767e-6
2002,398,071159,"Vegetables: mushrooms other than of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption",2,Vegetable products,72.313,9.492807755359826e-6
2002,398,071220,"Vegetables: onions, whole, cut, sliced, broken or in powder but not further prepared, dried",2,Vegetable products,59.230000000000004,7.775351642857611e-6
2002,398,071239,"Vegetables: mushrooms, other than the genus Agaricus and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried",2,Vegetable products,40.09,5.26276966675944e-6
2002,398,071290,"Vegetables: mixtures of vegetables n.e.s. in heading no. 0712, whole, cut, sliced, broken or in powder but not further prepared, dried",2,Vegetable products,1.734,2.2762890002895658e-7
2002,398,071333,"Vegetables, leguminous: kidney beans, including white pea beans (phaseolus vulgaris), dried, shelled, whether or not skinned or split",2,Vegetable products,154.804,2.0321721015041865e-5
2002,398,071339,"Vegetables, leguminous: n.e.s. in item no. 0713.30, dried, shelled, whether or not skinned or split",2,Vegetable products,33.885000000000005,4.448215269596998e-6
2002,398,071390,"Vegetables, leguminous: n.e.s. in heading no. 0713, shelled, whether or not skinned or split, dried",2,Vegetable products,16.514,2.1678567791685054e-6
2002,398,080211,"Nuts, edible: almonds, fresh or dried, in shell",2,Vegetable products,144.704,1.899585487300469e-5
2002,398,080231,"Nuts, edible: walnuts, fresh or dried, in shell",2,Vegetable products,59.048,7.751459797525852e-6
2002,398,080232,"Nuts, edible: walnuts, fresh or dried, shelled",2,Vegetable products,91.445,1.2004339540454401e-5
2002,398,080250,"Nuts, edible: pistachios, fresh or dried, whether or not shelled or peeled",2,Vegetable products,8.978,1.1785768537831442e-6
2002,398,080290,"Nuts, edible: n.e.s. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled",2,Vegetable products,115.357,1.5143360450196277e-5
2002,398,080550,"Fruit, edible: lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried",2,Vegetable products,2.582,3.3894914640989955e-7
2002,398,080610,"Fruit, edible: grapes, fresh",2,Vegetable products,253.98,3.3340938886594226e-5
2002,398,080620,"Fruit, edible: grapes, dried",2,Vegetable products,30.775,4.039953516949907e-6
2002,398,080711,"Fruit, edible: watermelons, fresh",2,Vegetable products,1673.407,2.1967462209386166e-4
2002,398,080719,"Fruit, edible: melons, (other than watermelons), fresh",2,Vegetable products,2380.4809999999998,3.1249496630324713e-4
2002,398,080810,"Fruit, edible: apples, fresh",2,Vegetable products,566.306,7.434118331014896e-5
2002,398,080820,"Fruit, edible: pears and quinces, fresh",2,Vegetable products,68.555,8.999480531421637e-6
2002,398,080910,"Fruit, edible: apricots, fresh",2,Vegetable products,553.315,7.263580439418807e-5
2002,398,080920,"Fruit, edible: cherries, fresh",2,Vegetable products,47.942,6.293532136786757e-6
2002,398,080930,"Fruit, edible: peaches including nectarines, fresh",2,Vegetable products,72.551,9.524050937716741e-6
2002,398,080940,"Fruit, edible: plums and sloes, fresh",2,Vegetable products,226.419,2.972289960533813e-5
2002,398,081090,"Fruit, edible: fruits n.e.s. in heading no. 0801 to 0810, fresh",2,Vegetable products,576.065,7.562228506065794e-5
2002,398,081290,"Fruit, edible: fruit and nuts n.e.s. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption",2,Vegetable products,65.947,8.657118264250058e-6
2002,398,081310,"Fruit, edible: apricots, dried",2,Vegetable products,36.047,4.732029388318222e-6
2002,398,081330,"Fruit, edible: apples, dried",2,Vegetable products,1.394,1.8299578237622e-7
2002,398,081340,"Fruit, edible: fruit n.e.s. in heading no. 0812, dried",2,Vegetable products,0.445,5.8416874574905235e-8
